CaseID,CreationTimestamp,Department,Category,Type,Detail,StreetAddress,Neighborhood,County,ZipCode,Latitude,Longitude,Status,ClosedDate,ExceededEstimatedTimeframe
C2020060255,2020-04-30T14:11:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor South,7942 Washington St,West Waldo,Jackson,64114.0,38.983498,-94.596223,RESOL,2020-05-04,Y
C2020038248,2020-03-13T09:02:00Z,Public Works,Lights / Signals,Traffic Signal,Signal Out,7171 N Brighton Ave,Shoal Creek,Clay,64119.0,39.223579,-94.519249,RESOL,2020-03-16,N
C2020038261,2020-03-13T09:14:00Z,Parks and Rec,Parks & Recreation,Park Maintenance,Central,400 W 31st St,Westside South,Jackson,64108.0,39.074934,-94.591904,RESOL,2020-03-19,N
C2020038267,2020-03-13T09:18:00Z,Water Services,Water,Quality,Color / Cloudy,9561 N Ambassador Dr BLDG 5,KCI & 2nd Creek,Platte,64153.0,39.271741,-94.663567,RESOL,2020-03-16,N
C2020038266,2020-03-13T09:17:00Z,NHS,Trash / Recycling,Services,Service Issue / Problem,215 W 82nd Ter,Waldo Homes,Jackson,64114.0,38.978403,-94.593121,RESOL,2020-03-16,N
C2020062427,2020-05-05T13:14:00Z,Health,Public Health,Disease Control,All,4201 Sterling Ave,Sterling Acres,Jackson,64133.0,39.045088,-94.446023,RESOL,2020-05-07,N
C2020062428,2020-05-05T13:14:00Z,Water Services,Water,No Water / Pressure,Low Pressure,12208 N Pomona Ln,KCI & 2nd Creek,Platte,64163.0,39.315327,-94.671573,RESOL,2020-05-06,N
C2020038272,2020-03-13T09:28:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,5024 N Lawn Ave,Glenhaven,Clay,64119.0,39.18585,-94.525021,RESOL,2020-03-16,N
C2020038273,2020-03-13T09:29:00Z,NHS,Trash / Recycling,Services,Service Issue / Problem,436 E 65th St,Oak Meyer Gardens,Jackson,64131.0,39.010242,-94.582066,RESOL,2020-03-16,N
C2020076955,2020-06-03T16:25:00Z,Public Works,Signs,Traffic Sign,Damaged - Emergency,707 E Linwood Blvd,North Hyde Park,Jackson,64109.0,39.068545,-94.576318,RESOL,2020-06-06,N
C2020076364,2020-06-02T17:52:00Z,Water Services,Storm Water / Sewer,Sewer Backup / Leak,In A House,12404 E 54th St,Fairway Hills,Jackson,64133.0,39.023608,-94.432098,RESOL,2020-07-17,Y
C2020134547,2020-10-12T14:44:00Z,Parks and Rec,Trees,Trimming,Tree Limbs,415 E 74th St,Tower Homes,Jackson,64131.0,38.993485,-94.584111,RESOL,2020-11-12,Y
C2013052523,2013-04-22T13:34:00Z,NHS,Data Not Available,Data Not Available,Data Not Available,7331 Walrond Ave,Noble And Gregory Ridge,Jackson,64132.0,38.992913,-94.549824,OPEN,,Y
C2020134550,2020-10-12T14:45:00Z,Water Services,Water,No Water / Pressure,No Water,6209 N Kensington Ct,Ravenwood-Somerset,Clay,64119.0,39.206859,-94.527529,RESOL,2020-10-16,N
C2019200892,2019-12-06T17:11:00Z,NHS,Vehicles / Parking,Disabled/Unlicensed on Private Property,Other Private Property,214 NE 113th St,Meadowbrook Heights,Clay,64155.0,39.298647,-94.577,OPEN,,N
C2019199700,2019-12-04T13:35:00Z,NHS,Trash / Recycling,Recycling,Missed by Contractor South,2242 E 70th St,Blenheim Square Research Hospital,Jackson,64132.0,39.000238,-94.559459,RESOL,2019-12-05,N
C2019199703,2019-12-04T13:37:00Z,Water Services,Water,Services,Call Back Request,5715 Oak St,Western 49-63,Jackson,64113.0,39.022913,-94.582974,RESOL,2020-01-14,Y
C2020038329,2020-03-13T10:20:00Z,NHS,Trash / Recycling,Recycling,Missed by Contractor South,441 W 68th Ter,Armour Fields,Jackson,64113.0,39.004555,-94.595547,RESOL,2020-03-17,N
C2015023924,2015-03-11T12:01:00Z,NHS,Property Violations,Private Property,All,3700 Roberts St,Scarritt Point,Jackson,64124.0,39.106975,-94.537341,RESOL,2020-06-02,Y
C2019199701,2019-12-04T13:35:00Z,KCPD,Vehicles / Parking,Abandoned On Street,Other,3025 Benton Blvd,Santa Fe,Jackson,64128.0,39.070572,-94.5489,RESOL,2019-12-09,N
C2014145333,2014-11-17T09:57:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,1401 E 77th St,East Meyer 6,Jackson,64131.0,38.986881,-94.571081,RESOL,2020-06-02,Y
C2020150327,2020-11-30T15:30:00Z,NHS,Animals / Pets,Stray,At Large - Aggressive,7330 Euclid Ave,East Meyer 7,Jackson,64132.0,38.99352,-94.564298,RESOL,2020-11-30,N
C2021004987,2021-01-14T11:22:00Z,NHS,Animals / Pets,Dead Animal,Street,4514 E 24th St,East Community Team South,Jackson,64127.0,39.082298,-94.529958,RESOL,2021-01-14,N
C2020021560,2020-02-12T08:44:00Z,Water Services,Water,No Water / Pressure,Low Pressure,1009 W Gregory Blvd,Ward Parkway,Jackson,64114.0,38.999655,-94.601334,RESOL,2020-02-12,N
C2020021564,2020-02-12T08:46:00Z,Public Works,Streets / Roadways / Alleys,Other-Maintenance,District 2,3216 Gillham Plz,Broadway Gillham,Jackson,64109.0,39.067768,-94.579325,RESOL,2020-03-09,Y
C2020021566,2020-02-12T08:47:00Z,Public Works,Streets / Roadways / Alleys,Other-Maintenance,District 2,3216 Gillham Plz,Broadway Gillham,Jackson,64109.0,39.067768,-94.579325,RESOL,2020-03-09,Y
C2020150336,2020-11-30T15:41:00Z,Water Services,Water,Quality,Taste,11907 E 54th St,Fairway Hills,Jackson,64133.0,39.023652,-94.44115,RESOL,2020-11-30,N
C2020150341,2020-11-30T15:46:00Z,Water Services,Water,Quality,Taste,907 St Andrews Dr,Blue Hills Estates,Jackson,64145.0,38.892479,-94.603793,RESOL,2020-11-30,N
C2020021561,2020-02-12T08:44:00Z,Water Services,Water,Leak,Meter,3304 Tracy Ave,Center City,Jackson,64109.0,39.066526,-94.569641,RESOL,2020-02-12,N
C2020021562,2020-02-12T08:44:00Z,Public Works,Streets / Roadways / Alleys,Other-Maintenance,District 2,3216 Gillham Plz,Broadway Gillham,Jackson,64109.0,39.067768,-94.579325,RESOL,2020-03-09,Y
C2020005311,2020-01-13T14:57:00Z,City Managers Office,Signs,Commercial Signs / Ads,In Right-Of-Way,5909 N Adrian Ter,Breen Hills,Platte,64151.0,39.201225,-94.625951,RESOL,2020-03-06,N
C2020021563,2020-02-12T08:45:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 3,7203 Norton Ave,Noble And Gregory Ridge,Jackson,64132.0,38.995373,-94.538805,RESOL,2020-04-07,Y
C2019199723,2019-12-04T14:14:00Z,NHS,Animals / Pets,Dead Animal,Street,7613 N Rhode Ave,Park Forest,Platte,64152.0,39.233542,-94.670061,RESOL,2019-12-05,N
C2019200924,2019-12-07T01:12:00Z,Public Works,Lights / Signals,Traffic Signal,Signal Timing,9500 Drury Ave,Fairlane,Jackson,64137.0,38.951592,-94.525916,RESOL,2019-12-10,N
C2020119327,2020-09-03T06:17:00Z,NHS,Trash / Recycling,Nuisance,Open Storage,4417 Spruce Ave,Vineyard Northwest,Jackson,64130.0,39.04511,-94.534155,RESOL,2021-03-01,Y
C2020119328,2020-09-03T06:20:00Z,NHS,Vehicles / Parking,Parked on Unapproved Surface,Car Private Property,4429 Spruce Ave,Vineyard Northwest,Jackson,64130.0,39.044561,-94.534202,OPEN,,N
C2020150374,2020-11-30T16:17:00Z,Parks and Rec,Trees,Trimming,Tree Limbs,8602 E 114th Ter,Ruskin Hills,Jackson,64134.0,38.915656,-94.492317,RESOL,2020-12-22,N
C2020157609,2020-12-22T11:18:00Z,Water Services,Water,No Water / Pressure,Low Pressure,2514 Poplar Ave,East Community Team South,Jackson,64127.0,39.079239,-94.526001,RESOL,2020-12-31,N
C2020150368,2020-11-30T16:11:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,3521 Harrison Blvd,Central Hyde Park,Jackson,64109.0,39.062435,-94.572604,RESOL,2020-12-07,N
C2020150359,2020-11-30T16:02:00Z,Public Works,Signs,Traffic Sign,New Sign Request,7613 N Adrian Ave,Platte Brook North,Platte,64151.0,39.235268,-94.624735,RESOL,2020-12-07,N
C2020119330,2020-09-03T06:26:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,4428 Norton Ave,Vineyard Northwest,Jackson,64130.0,39.044821,-94.53716,RESOL,2021-03-01,Y
C2020105898,2020-08-04T09:17:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,5107 Grand Ave,South Plaza,Jackson,64112.0,39.03446,-94.584836,RESOL,2020-08-05,N
C2016057301,2016-05-25T16:26:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,4020 Anderson Ave,Scarritt Point,Jackson,64123.0,39.111424,-94.534213,RESOL,2020-07-31,Y
C2020105896,2020-08-04T09:13:00Z,Parks and Rec,Trees,Trimming,Tree Limbs,5016 Wyoming St,Westwood,Jackson,64112.0,39.036769,-94.606147,RESOL,2020-10-15,Y
C2020105899,2020-08-04T09:17:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,1901 NW 68th St,Line Creek And Northern Heights,Platte,64151.0,39.217141,-94.603488,RESOL,2020-08-04,N
C2014111620,2014-08-27T14:08:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Vacant,3515 NORTON AVE,Palestine East,Jackson,64128.0,39.061557,-94.535647,RESOL,2020-01-08,Y
C2020046052,2020-03-31T18:03:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 3,5525 Wallace Ave,Coachlight Square,Jackson,64129.0,39.022718,-94.486436,RESOL,2020-06-02,Y
C2016107675,2016-09-01T10:54:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,2701 E 77th St,Marlborough East,Jackson,64132.0,38.986849,-94.556232,RESOL,2020-01-08,Y
C2020150385,2020-11-30T16:25:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,6455 E Truman Rd,East Blue Valley,Jackson,64126.0,39.093432,-94.505795,RESOL,2020-12-07,N
C2020050947,2020-04-10T10:10:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 3,7598 Prospect Ave,East Meyer 7,Jackson,64132.0,38.987228,-94.558004,RESOL,2020-06-02,Y
C2020021643,2020-02-12T10:06:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 2,1500 W 12th St,,Jackson,64101.0,39.100892,-94.603431,RESOL,2020-02-18,Y
C2019022280,2019-01-29T09:20:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,5024 E 41st Ter,Vineyard,Jackson,64130.0,39.050622,-94.525306,RESOL,2020-01-08,Y
C2019088734,2019-05-07T12:30:00Z,NHS,Vehicles / Parking,Disabled/Unlicensed on Private Property,Car Private Property,4658 E 43rd Ter,Vineyard,Jackson,64130.0,39.045578,-94.526882,RESOL,2020-01-08,Y
C2020021680,2020-02-12T10:42:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,2700 E 78th St,Marlborough East,Jackson,64132.0,38.985439,-94.556038,RESOL,2020-02-18,N
C2020009034,2020-01-22T08:48:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,9810 Walnut St,Willow Creek,Jackson,64114.0,38.950066,-94.590765,RESOL,2020-09-02,Y
C2019088987,2019-05-07T15:05:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,9814 Hardesty Ave,Fairlane,Jackson,64137.0,38.946737,-94.52658,RESOL,2019-12-04,Y
C2019078031,2019-04-22T14:51:00Z,NHS,Trash / Recycling,Nuisance,Open Storage,7614 Sni-A-Bar Ter,Eastwood Hills East,Jackson,64129.0,39.03477,-94.492507,RESOL,2019-12-04,Y
C2019117454,2019-06-19T11:20:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,345 N Lawn Ave,North Indian Mound,Jackson,64123.0,39.116297,-94.526332,RESOL,2020-01-02,Y
C2019098882,2019-05-22T10:22:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,3931 Flora Ave,Ivanhoe Southwest,Jackson,64110.0,39.054717,-94.566082,RESOL,2019-12-04,Y
C2020057717,2020-04-24T21:57:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,8924 NE Pawpaw Dr,Shoal Creek,Clay,64157.0,39.306211,-94.469879,RESOL,2020-06-12,Y
C2019081717,2019-04-26T09:09:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,6034 Virginia Ave,Eastern 49-63,Jackson,64110.0,39.016932,-94.571251,RESOL,2019-12-04,Y
C2020134599,2020-10-12T15:33:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,11006 N Walnut Ct,Meadowbrook Heights,Clay,64155.0,39.293707,-94.579022,RESOL,2020-10-15,Y
C2020057747,2020-04-25T13:59:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,3330 Charlotte St,North Hyde Park,Jackson,64109.0,39.066019,-94.575958,RESOL,2020-07-14,Y
C2020134682,2020-10-12T19:20:00Z,Public Works,Signs,Traffic Sign,Remove Sign,6143 Holmes St,Western 49-63,Jackson,64110.0,39.015295,-94.578742,RESOL,2020-10-15,N
C2019150340,2019-08-15T10:50:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,10923 Bristol Ter,Ruskin Heights,Jackson,64134.0,38.924195,-94.498092,RESOL,2019-12-03,Y
C2019152491,2019-08-19T16:18:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,11400 Palmer Ave,Ruskin Heights,Jackson,64134.0,38.917413,-94.500553,RESOL,2019-12-03,Y
C2019141868,2019-07-31T09:48:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,6608 Manchester Ave,East Swope Highlands,Jackson,64133.0,39.003654,-94.496769,RESOL,2020-01-08,Y
C2020097692,2020-07-16T15:15:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,3409 NE 102nd Ter,Shoal Creek,Clay,64155.0,39.280366,-94.538172,RESOL,2020-09-02,Y
C2020102129,2020-07-26T18:49:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,800 W 52nd Ter,Sunset Hill,Jackson,64112.0,39.032821,-94.59724,RESOL,2020-09-02,Y
C2020103457,2020-07-29T10:40:00Z,Public Works,Sidewalks / Curbs / Ditch,Damage / Dis-Repair,Replace - City Project,2935 Lockridge St,Santa Fe,Jackson,64128.0,39.075485,-94.547317,RESOL,2020-09-02,Y
C2020103923,2020-07-30T08:05:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,8508 Oldham Rd,Oldham Farms,Jackson,64138.0,38.968903,-94.5011,RESOL,2020-09-02,Y
C2019159348,2019-08-30T16:59:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,7809 E 107th St,Ruskin Heights,Jackson,64134.0,38.929914,-94.497883,RESOL,2019-12-03,Y
C2019159535,2019-09-01T13:24:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,11404 Palmer Ave,Ruskin Heights,Jackson,64134.0,38.917188,-94.500925,RESOL,2019-12-03,Y
C2019159863,2019-09-03T11:05:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,4407 NE 56th St,Foxwoods-Carriage Hills,Clay,64119.0,39.194509,-94.526584,RESOL,2019-12-03,Y
C2019201028,2019-12-08T23:56:00Z,Health,Public Health,Noise,Other,7804 N Holly Ave,Barry Harbour,Clay,64118.0,39.237092,-94.593376,RESOL,2019-12-09,N
C2020108918,2020-08-11T07:09:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 1,6100 NW 103rd St,KCI & 2nd Creek,Platte,64154.0,39.281025,-94.650186,RESOL,2020-09-02,Y
C2020108920,2020-08-11T07:10:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 1,6100 NW 103rd St,KCI & 2nd Creek,Platte,64154.0,39.281025,-94.650186,RESOL,2020-09-02,Y
C2020109012,2020-08-11T09:40:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 1,3408 NW 87th St,Coves North,Platte,64154.0,39.252165,-94.620873,RESOL,2020-09-02,Y
C2020109424,2020-08-11T18:05:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 1,11701 NW Barry Rd,KCI & 2nd Creek,Platte,64152.0,39.24518,-94.721667,RESOL,2020-09-02,Y
C2020115929,2020-08-26T15:12:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 1,9105 N Kentucky Ave,Shoal Creek,Clay,64157.0,39.257993,-94.473184,RESOL,2020-09-02,Y
C2020115936,2020-08-26T15:17:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 1,9001 N Manning Ave,Shoal Creek,Clay,64157.0,39.255559,-94.468879,RESOL,2020-09-02,Y
C2020117080,2020-08-28T14:26:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 1,5415 N Denver Ave,Ravenwood-Somerset,Clay,64119.0,39.192619,-94.518219,RESOL,2020-09-02,Y
C2020117082,2020-08-28T14:27:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 1,5341 N Denver Ave,Ravenwood-Somerset,Clay,64119.0,39.19129,-94.518548,RESOL,2020-09-02,Y
C2020133485,2020-10-08T21:36:00Z,Public Works,Streets / Roadways / Alleys,Street Services,Traffic Study Request,3900 Gillham Rd,Southmoreland,Jackson,64110.0,39.05501,-94.580083,RESOL,2020-10-12,N
C2019139581,2019-07-26T09:25:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,5808 Woodland Ave,Blue Hills,Jackson,64110.0,39.02103,-94.565165,RESOL,2020-07-30,Y
C2020117340,2020-08-30T11:28:00Z,NHS,Trash / Recycling,Recycling,Missed by Contractor North,9601 NW Barry Rd,KCI & 2nd Creek,Platte,64152.0,39.246789,-94.692076,RESOL,2020-09-02,N
C2020102098,2020-07-26T07:30:00Z,NHS,Trash / Recycling,Dumping,Right of Way Central,2003 Oak St,Hospital Hill,Jackson,64108.0,39.088375,-94.578354,RESOL,2020-07-30,N
C2019210079,2019-12-29T16:49:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,5222 Elmwood Ave,Sheraton Estates,Jackson,64130.0,39.030357,-94.530852,RESOL,2020-01-08,N
C2020102110,2020-07-26T13:02:00Z,Public Works,Mowing / Weeds,Visibility,Intersection,11600 N Woodland Ave,Nashua,Clay,64155.0,39.307131,-94.559221,RESOL,2020-07-30,N
C2020102115,2020-07-26T14:34:00Z,Public Works,Lights / Signals,Traffic Signal,Signal Timing,301 NE 91st St,Sherrydale,Clay,64155.0,39.258779,-94.57663,RESOL,2020-08-06,N
C2020102137,2020-07-26T22:55:00Z,Public Works,Lights / Signals,Street Light,1 Light Out,415 N Van Brunt Blvd,North Indian Mound,Jackson,64123.0,39.117418,-94.525015,RESOL,2020-08-03,N
C2020102139,2020-07-27T00:36:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,7825 NE 54th St,Gracemor-Randolph Corners,Clay,64119.0,39.192903,-94.487685,RESOL,2020-08-27,Y
C2020102094,2020-07-26T02:55:00Z,Northland,Property / Buildings / Construction,Property Maintenance,Northland Neighborhoods INC,3526 NE Vivion Rd,Country Club Estates And Big Shoal,Clay,64119.0,39.18857,-94.537756,RESOL,2020-08-14,N
C2019210019,2019-12-29T05:37:00Z,NHS,Property / Buildings / Construction,Dangerous Building,Open To Entry,1600 Belmont Ave,West Blue Valley,Jackson,64126.0,39.091938,-94.510566,RESOL,2020-01-21,Y
C2019210827,2019-12-31T00:50:00Z,City Managers Office,Government,Not Provided By KCMO,MODOT,4611 NE 48th St,Winnwood,Clay,64117.0,39.180512,-94.525239,RESOL,2020-01-08,N
C2019210828,2019-12-31T00:50:00Z,City Managers Office,Government,Not Provided By KCMO,MODOT,4611 NE 48th St,Winnwood,Clay,64117.0,39.180512,-94.525239,RESOL,2020-01-08,N
C2019201087,2019-12-09T08:27:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor South,9701 Beacon Ave,Fairlane,Jackson,64134.0,38.947905,-94.515456,RESOL,2019-12-11,Y
C2019201084,2019-12-09T08:25:00Z,Parks and Rec,Trees,Removal,Tree Limbs,10915 N Laurel Ct,Shoal Creek,Clay,64157.0,39.290284,-94.466344,RESOL,2019-12-11,N
C2019194561,2019-11-20T09:08:00Z,NHS,Vehicles / Parking,Parked on Unapproved Surface,Car Private Property,2734 Denver Ave,East Community Team South,Jackson,64128.0,39.074932,-94.523291,RESOL,2020-02-10,Y
C2019201085,2019-12-09T08:25:00Z,Water Services,Water,Leak,Meter,4536 Chelsea Ave,Vineyard,Jackson,64130.0,39.042613,-94.528039,RESOL,2019-12-10,N
C2019201086,2019-12-09T08:27:00Z,Health,Public Health,Noise,All,236 W 54th St,Countryside,Jackson,64112.0,39.029586,-94.591752,RESOL,2019-12-09,N
C2019201089,2019-12-09T08:31:00Z,NHS,Animals / Pets,Stray,Injured,2835 Kensington Ave,East Community Team South,Jackson,64128.0,39.07325,-94.531294,RESOL,2019-12-09,N
C2019201094,2019-12-09T08:36:00Z,KCPD,Vehicles / Parking,Abandoned On Street,Car,146 N Oakley Ave,North Indian Mound,Jackson,64123.0,39.114056,-94.516597,RESOL,2019-12-12,N
C2020117865,2020-08-31T14:19:00Z,Health,Public Health,Services,Healthy Homes Information,3117 NE 37th St,Cooley Highlands S,Clay,64117.0,39.160512,-94.543696,RESOL,2020-09-02,N
C2020117866,2020-08-31T14:20:00Z,Health,Public Health,Services,Healthy Homes Information,4143 Tracy Ave,Manheim Park,Jackson,64110.0,39.050888,-94.569738,RESOL,2020-09-02,N
C2020117884,2020-08-31T14:36:00Z,Health,Public Health,Services,Healthy Homes Information,5127 N Bellaire Ave,Maple Park West,Clay,64119.0,39.186923,-94.510464,RESOL,2020-09-02,N
C2019210833,2019-12-31T00:54:00Z,City Managers Office,Government,Not Provided By KCMO,MODOT,4514 NE 47th St,Winnwood,Clay,64117.0,39.179237,-94.52753,RESOL,2020-01-08,N
C2019201095,2019-12-09T08:36:00Z,NHS,Trash / Recycling,Dumping,Solid Waste Referral,3601 College Ave Land,Oak Park Northwest,Jackson,64128.0,39.060456,-94.544974,RESOL,2020-01-29,Y
C2019195419,2019-11-21T13:36:00Z,NHS,Vehicles / Parking,Parked on Unapproved Surface,Car Private Property,3444 E 54th St,North Town Fork Creek,Jackson,64130.0,39.028117,-94.544106,RESOL,2020-06-24,Y
C2019201099,2019-12-09T08:42:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,6214 E 9th St,Sheffield,Jackson,64125.0,39.101379,-94.508841,OPEN,,N
C2019195074,2019-11-20T22:29:00Z,Public Works,Mowing / Weeds,Right of Way (ROW),On Demand (PW),5530 NE Munger Ave,Maple Park West,Clay,64119.0,39.194403,-94.510994,RESOL,2019-12-09,N
C2019201096,2019-12-09T08:37:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,1219 Arno Rd,Romanelli West,Jackson,64113.0,39.004053,-94.605083,RESOL,2019-12-12,N
C2019201102,2019-12-09T08:44:00Z,Health,Public Health,Services,Healthy Homes Information,10500 E 42nd St,Riss Lake,Jackson,64133.0,39.046996,-94.456541,RESOL,2019-12-09,N
C2019201098,2019-12-09T08:41:00Z,KCPD,Vehicles / Parking,Abandoned On Street,Car,446 Colorado Ave,South Indian Mound,Jackson,64124.0,39.107249,-94.520497,RESOL,2019-12-10,N
C2020118161,2020-09-01T09:23:00Z,Public Works,Sidewalks / Curbs / Ditch,Damage / Dis-Repair,Private Property (ROW),9201 Marsh Ave,Fairwood And Robandee,Jackson,64138.0,38.956286,-94.492503,RESOL,2020-09-02,N
C2020038665,2020-03-13T16:29:00Z,Public Works,Signs,No Dumping Sign,District 2,5550 Phelps Rd,Little Blue,Jackson,64136.0,39.018272,-94.391143,RESOL,2020-04-08,N
C2019211166,2019-12-31T13:07:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,2401 E 69th St,Blenheim Square Research Hospital,Jackson,64132.0,39.001489,-94.558856,OPEN,,N
C2020118163,2020-09-01T09:26:00Z,Health,Public Health,Disease Control,All,3815 Broadway Blvd,Hanover Place,Jackson,64111.0,39.057914,-94.590284,RESOL,2020-09-03,N
C2019211163,2019-12-31T13:06:00Z,NHS,Vehicles / Parking,Parked on Unapproved Surface,Car Private Property,2401 E 67th St,Blenheim Square Research Hospital,Jackson,64132.0,39.005114,-94.558681,RESOL,2020-01-13,Y
C2019211170,2019-12-31T13:08:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,2244 E 69th St,Blenheim Square Research Hospital,Jackson,64132.0,39.002061,-94.55941,RESOL,2020-09-04,Y
C2020118256,2020-09-01T11:11:00Z,Health,Public Health,Services,Healthy Homes Information,5020 Walrond Ave,North Town Fork Creek,Jackson,64130.0,39.034596,-94.548075,RESOL,2020-09-02,N
C2020118281,2020-09-01T11:30:00Z,Health,Public Health,Services,Healthy Homes Information,3434 Olive St,Key Coalition,Jackson,64109.0,39.063213,-94.55583,RESOL,2020-09-02,N
C2020000095,2020-01-02T01:14:00Z,City Managers Office,Government,Not Provided By KCMO,MODOT,5222 NE Barnes Ave,Maple Park West,Clay,64119.0,39.184855,-94.518279,RESOL,2020-01-08,N
C2019198017,2019-11-30T11:32:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor South,6327 Main St,Morningside,Jackson,64113.0,39.012767,-94.588094,RESOL,2019-12-03,Y
C2019198027,2019-11-30T13:13:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor South,10106 Hardesty Ave,Fairlane,Jackson,64137.0,38.941553,-94.526733,RESOL,2019-12-03,Y
C2020000078,2020-01-02T00:01:00Z,Northland,Property / Buildings / Construction,Property Maintenance,Northland Neighborhoods INC,4918 N Belmont Ave,Maple Park West,Clay,64119.0,39.183309,-94.507738,RESOL,2020-02-04,N
C2020000109,2020-01-02T03:26:00Z,Northland,Property / Buildings / Construction,Property Maintenance,Northland Neighborhoods INC,5210 NE 49th St,Maple Park West,Clay,64119.0,39.183022,-94.518492,RESOL,2020-01-08,N
C2019198059,2019-12-01T08:28:00Z,NHS,Trash / Recycling,Recycling,Missed by City,617 E 61st St,Western 49-63,Jackson,64110.0,39.016605,-94.580428,RESOL,2019-12-03,N
C2020118381,2020-09-01T13:01:00Z,Public Works,Streets / Roadways / Alleys,Street Services,Traffic Study Request,1730 Broadway Blvd,Westside North,Jackson,64108.0,39.091627,-94.58916,RESOL,2020-09-02,N
C2019198111,2019-12-02T07:14:00Z,NHS,Animals / Pets,Dead Animal,Street,8601 Longview Rd,Kirkside,Jackson,64134.0,38.914327,-94.492181,RESOL,2019-12-03,N
C2019198136,2019-12-02T08:13:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor South,11211 Oakland Ave,Ruskin Heights,Jackson,64134.0,38.917785,-94.502316,RESOL,2019-12-03,N
C2019198145,2019-12-02T08:17:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,3607 E 55th St,North Town Fork Creek,Jackson,64130.0,39.025716,-94.54298,RESOL,2019-12-03,N
C2019198146,2019-12-02T08:18:00Z,NHS,Trash / Recycling,Recycling,Missed by City,3607 E 55th St,North Town Fork Creek,Jackson,64130.0,39.025716,-94.54298,RESOL,2019-12-03,N
C2020060844,2020-05-01T13:08:00Z,KCPD,Vehicles / Parking,Abandoned On Street,Car,4437 E 10th St,Lykins,Jackson,64127.0,39.100621,-94.528603,RESOL,2020-05-04,N
C2020000097,2020-01-02T01:18:00Z,Northland,Property / Buildings / Construction,Property Maintenance,Northland Neighborhoods INC,4907 N Brighton Ave,Maple Park West,Clay,64119.0,39.183031,-94.520633,RESOL,2020-02-04,N
